Route,Bus Name,Bus Type,Departing Time,Reaching Time,Duration,Star Rating,Price,Seats Availability
Bangalore to Kadapa,Ahobila Travels,Non A/C Seater / Sleeper (2+1),19:35,03:15,07h 40m,2.5,700.0,27.0
Bangalore to Kadapa,SLC Road Lines,A/C Sleeper (2+1),20:00,02:30,06h 30m,2.4,1250.0,26.0
Bangalore to Kadapa,Sri Vinayaka Travels,NON A/C Seater (2+3),21:30,05:00,07h 30m,1.8,350.0,28.0
Bangalore to Kadapa,Golden Travels,A/C Seater / Sleeper (2+1),19:24,03:10,07h 46m,3.0,5000.0,1.0
Bangalore to Kadapa,Sri Vengamamba Bus Transport (SVBT),Non A/C Seater / Sleeper (2+1),20:30,02:30,06h 00m,4.2,1290.0,2.0
Bangalore to Kadapa,Abhishek Bus,A/C Sleeper (2+1),16:25,00:30,08h 05m,2.2,1355.0,13.0
Bangalore to Kadapa,Sri Mukundha Travels,NON A/C Semi Sleeper / Sleeper (2+1),22:30,04:30,06h 00m,2.1,3999.0,38.0
Hyderabad to Ongole,APSRTC - 5151,STAR LINER(NON-AC SLEEPER 2+1),18:00,03:15,09h 15m,3.9,677.0,6.0
Hyderabad to Ongole,APSRTC - 5870,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,04:00,09h 30m,3.6,522.0,5.0
Hyderabad to Ongole,APSRTC - 5070,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:45,03:15,08h 30m,3.9,524.0,10.0
Hyderabad to Ongole,APSRTC - 48821,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,04:15,09h 15m,4.1,522.0,1.0
Hyderabad to Ongole,APSRTC - 5054,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:15,05:00,09h 45m,3.8,524.0,12.0
Hyderabad to Ongole,APSRTC - 5994,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,05:45,10h 15m,3.2,522.0,3.0
Hyderabad to Ongole,APSRTC - 5181,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:40,04:40,09h 00m,3.2,524.0,15.0
Hyderabad to Ongole,APSRTC - 5922,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:45,04:50,09h 05m,2.4,522.0,1.0
Hyderabad to Ongole,APSRTC - 5916,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:50,05:00,09h 10m,2.4,572.0,4.0
Hyderabad to Ongole,APSRTC - 5906,INDRA(A.C. Seater),20:00,05:30,09h 30m,4.3,632.0,4.0
Hyderabad to Ongole,APSRTC - 5381,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,07:00,10h 30m,4.3,624.0,4.0
Hyderabad to Ongole,APSRTC - 5876,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,05:30,09h 00m,4.1,522.0,6.0
Hyderabad to Ongole,APSRTC - 5020,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),20:30,04:15,07h 45m,3.9,805.0,19.0
Hyderabad to Ongole,APSRTC - 5914,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:40,05:30,08h 50m,3.6,522.0,13.0
Hyderabad to Ongole,APSRTC - 5928,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,05:00,08h 15m,3.5,522.0,4.0
Hyderabad to Ongole,APSRTC - 5976,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:50,06:15,09h 25m,3.9,558.0,13.0
Hyderabad to Ongole,APSRTC - 58231,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:50,05:45,08h 55m,3.6,522.0,19.0
Hyderabad to Ongole,APSRTC - 5863,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,05:15,08h 15m,3.6,522.0,10.0
Hyderabad to Ongole,APSRTC - 48604,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),21:00,05:10,08h 10m,4.6,802.0,20.0
Hyderabad to Ongole,APSRTC - 45902,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:10,06:30,09h 20m,3.8,522.0,15.0
Hyderabad to Ongole,APSRTC - 5920,VENNELA (A.C. SLEEPER),21:15,05:30,08h 15m,4.2,934.0,6.0
Hyderabad to Ongole,APSRTC - 48493,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:20,05:45,08h 25m,3.8,522.0,16.0
Hyderabad to Ongole,APSRTC - 48601,INDRA(A.C. Seater),21:20,05:00,07h 40m,4.0,632.0,13.0
Hyderabad to Ongole,APSRTC - 5904,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),21:25,05:30,08h 05m,4.3,852.0,21.0
Hyderabad to Ongole,APSRTC - 9228,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:50,06:15,08h 25m,4.0,555.0,9.0
Hyderabad to Ongole,APSRTC - 5379,INDRA(A.C. Seater),22:00,05:55,07h 55m,4.0,671.0,23.0
Hyderabad to Ongole,APSRTC - 5726,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:10,06:15,08h 05m,3.2,555.0,7.0
Hyderabad to Ongole,TSRTC - 4457,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:00,23:30,08h 30m,2.8,424.0,8.0
Hyderabad to Ongole,TSRTC - 9595,Lahari A/C sleeper,16:30,01:35,09h 05m,4.7,617.0,5.0
Hyderabad to Ongole,TSRTC - 2855,LAHARI A/C SLEEPER CUM SEATER,16:45,02:00,09h 15m,3.5,453.0,14.0
Hyderabad to Ongole,TSRTC - 2765,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:15,00:30,07h 15m,3.3,424.0,23.0
Hyderabad to Ongole,TSRTC - 1960,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:45,04:00,10h 15m,3.8,489.0,11.0
Hyderabad to Ongole,TSRTC - 4372,Lahari Non A/C Sleeper Cum Seater,18:25,03:00,08h 35m,3.4,464.0,30.0
Hyderabad to Ongole,TSRTC - 1935,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,04:55,09h 55m,1.7,684.0,7.0
Hyderabad to Ongole,TSRTC - 1642,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:10,04:40,09h 30m,3.6,424.0,16.0
Hyderabad to Ongole,TSRTC - 8454,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:45,02:30,06h 45m,4.2,440.0,8.0
Hyderabad to Ongole,TSRTC - 7750,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:10,04:40,08h 30m,3.8,424.0,21.0
Hyderabad to Ongole,TSRTC - 1603,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:40,05:40,09h 00m,3.8,650.0,11.0
Hyderabad to Ongole,TSRTC - 1557,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:40,04:45,08h 05m,3.8,424.0,13.0
Hyderabad to Ongole,TSRTC - 2469,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,04:15,07h 15m,3.9,427.0,5.0
Hyderabad to Ongole,TSRTC - 7728,Lahari Non A/C Sleeper Cum Seater,21:25,05:40,08h 15m,3.8,800.0,26.0
Hyderabad to Ongole,TSRTC - 4333,Lahari Non A/C Sleeper Cum Seater,21:45,05:25,07h 40m,3.5,700.0,14.0
Hyderabad to Ongole,TSRTC - 7769,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:50,07:35,09h 45m,3.8,542.0,27.0
Hyderabad to Ongole,TSRTC - 4335,Lahari Non A/C Sleeper Cum Seater,22:15,05:55,07h 40m,3.4,464.0,10.0
Hyderabad to Ongole,TSRTC - 7773,Lahari Non A/C Sleeper Cum Seater,23:10,08:35,09h 25m,2.0,545.0,29.0
Hyderabad to Ongole,Sri Vengamamba Bus Transport (SVBT),A/C Sleeper (2+1),21:40,06:15,08h 35m,4.5,949.0,10.0
Hyderabad to Ongole,Sri Vengamamba Bus Transport (SVBT),A/C Seater / Sleeper (2+1),21:45,06:15,08h 30m,4.5,690.0,15.0
Hyderabad to Ongole,V Kaveri Travels,Scania AC Multi Axle Sleeper (2+1),21:30,05:45,08h 15m,4.2,1140.0,17.0
Hyderabad to Ongole,Kamakshi Tours And Travels,Non A/C Seater / Sleeper (2+1),21:30,06:00,08h 30m,4.1,650.0,18.0
Hyderabad to Ongole,Kaveri Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),22:30,05:40,07h 10m,4.1,1010.0,18.0
Hyderabad to Ongole,Chandu Travels,A/C Sleeper (2+1),22:15,05:45,07h 30m,4.0,941.0,19.0
Hyderabad to Ongole,Kaveri Travels,A/C Sleeper (2+1),21:30,06:30,09h 00m,3.7,990.0,24.0
Hyderabad to Ongole,V Kaveri Travels,A/C Sleeper (2+1),22:00,06:15,08h 15m,4.1,1100.0,16.0
Hyderabad to Ongole,Sri Krishna Travels,Non A/C Seater / Sleeper (2+1),20:00,05:00,09h 00m,3.8,600.0,9.0
Hyderabad to Ongole,Padmavathi Travels,A/C Sleeper (2+1),22:15,05:30,07h 15m,4.0,1100.0,19.0
Hyderabad to Ongole,V Kaveri Travels,Volvo Multi-Axle A/C Sleeper (2+1),21:30,05:30,08h 00m,3.5,1100.0,17.0
Hyderabad to Ongole,Vihari Travels ,Non A/C Seater / Sleeper (2+1),21:20,05:40,08h 20m,3.4,690.0,16.0
Hyderabad to Ongole,Sri Krishna Travels,NON A/C Semi Sleeper / Sleeper (2+1),22:00,05:30,07h 30m,3.3,600.0,16.0
Hyderabad to Ongole,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),22:30,06:25,07h 55m,3.2,700.0,7.0
Hyderabad to Ongole,Sri Krishna Travels,A/C Semi Sleeper / Sleeper (2+1),21:45,05:40,07h 55m,3.2,700.0,29.0
Hyderabad to Ongole,Sri Krishna Travels,Volvo Multi-Axle A/C Sleeper (2+1),21:30,05:20,07h 50m,3.3,1200.0,20.0
Hyderabad to Ongole,VV Vinayak Travels,A/C Sleeper (2+1),22:15,06:00,07h 45m,3.2,919.0,26.0
Hyderabad to Ongole,Sri Sahasra Tours and Travels,A/C Seater / Sleeper (2+1),21:00,05:30,08h 30m,3.7,590.0,21.0
Hyderabad to Ongole,KMBT Travels,NON A/C Hi-Tech Push Back (2+2),20:55,05:30,08h 35m,3.3,523.0,10.0
Hyderabad to Ongole,Cherry tours&travels,A/C Seater / Sleeper (2+1),22:00,05:00,07h 00m,3.3,570.0,19.0
Hyderabad to Ongole,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),21:30,06:00,08h 30m,3.1,640.0,17.0
Hyderabad to Ongole,Kaveri Travels,Non A/C Seater / Sleeper (2+1),19:40,04:30,08h 50m,3.6,1000.0,6.0
Hyderabad to Ongole,Sri Sivanjali Bus,Non A/C Seater / Sleeper (2+1),22:00,06:00,08h 00m,4.0,700.0,21.0
Hyderabad to Ongole,KKaveri Travels,Non A/C Seater / Sleeper (2+1),21:00,05:40,08h 40m,3.0,600.0,8.0
Hyderabad to Ongole,KKaveri Travels,Volvo Multi-Axle A/C Sleeper (2+1),21:00,04:30,07h 30m,3.4,1100.0,17.0
Hyderabad to Ongole,Kaveri Travels,Non A/C Seater / Sleeper (2+1),21:35,05:45,08h 10m,3.5,700.0,24.0
Hyderabad to Ongole,V Kaveri Travels,NON A/C Sleeper (2+1),21:30,05:30,08h 00m,3.0,700.0,12.0
Hyderabad to Ongole,Vihari Travels ,NON A/C Sleeper (2+1),22:00,05:30,07h 30m,3.2,1010.0,2.0
Hyderabad to Ongole,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),21:00,05:15,08h 15m,3.4,800.0,15.0
Hyderabad to Ongole,Vihari Travels ,NON AC Seater / Sleeper 2+1,20:00,04:15,08h 15m,4.2,760.0,2.0
Hyderabad to Ongole,Sri Krishna Travels,A/C Sleeper (2+1),22:30,05:30,07h 00m,3.8,1200.0,16.0
Hyderabad to Ongole,V Kaveri Travels,NON A/C Sleeper (2+1),21:30,05:45,08h 15m,3.2,900.0,10.0
Hyderabad to Ongole,Sri Lakshmi Narasimha Travels (SLNT),Non A/C Seater / Sleeper (2+1),22:00,05:15,07h 15m,3.5,656.0,13.0
Hyderabad to Ongole,Kaveri Travels,Non A/C Seater / Sleeper (2+1),21:30,06:30,09h 00m,2.9,600.0,19.0
Hyderabad to Ongole,Morning Star Travels,A/C Sleeper (2+1),22:30,05:30,07h 00m,3.2,990.0,16.0
Hyderabad to Ongole,SAI PRASANNA TRAVELS,Non A/C Seater / Sleeper (2+1),21:40,05:30,07h 50m,3.1,555.0,9.0
Hyderabad to Ongole,Vihari Travels ,NON A/C Sleeper (2+1),22:00,05:30,07h 30m,4.1,940.0,9.0
Hyderabad to Ongole,Orange Tours And Travels,Volvo Multi-Axle Sleeper A/C (2+1),23:45,06:30,06h 45m,2.7,900.0,5.0
Hyderabad to Ongole,Sri Lakshmi Narasimha Travels (SLNT),Non A/C Seater / Sleeper (2+1),22:00,05:00,07h 00m,3.2,665.0,21.0
Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4244,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,20:30,06h 30m,3.8,451.0,23.0
Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4246,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:00,00:03,08h 03m,3.6,483.0,27.0
Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4256,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,02:45,06h 15m,3.5,451.0,33.0
Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4737,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,02:40,05h 40m,4.0,483.0,23.0
Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4250,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:15,03:02,05h 47m,4.1,483.0,33.0
Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4620,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,03:30,05h 45m,4.4,483.0,8.0
Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4188,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:50,03:45,05h 55m,4.0,483.0,26.0
Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4198,INDRA(A.C. Seater),22:00,03:20,05h 20m,4.2,585.0,22.0
Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4252,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:05,04:00,05h 55m,3.8,483.0,22.0
Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4178,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:15,04:16,06h 01m,4.5,817.0,37.0
Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4611,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,04:00,05h 45m,4.1,483.0,21.0
Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4214,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:30,03:05,04h 35m,3.9,743.0,38.0
Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4628,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,04:30,06h 00m,3.9,483.0,12.0
Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4212,STAR LINER(NON-AC SLEEPER 2+1),22:40,03:40,05h 00m,4.1,626.0,20.0
Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4154,INDRA(A.C. Seater),22:45,04:25,05h 40m,3.9,585.0,28.0
Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4216,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:50,04:48,05h 58m,3.5,483.0,30.0
Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4196,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,04:38,05h 38m,4.2,483.0,22.0
Guntur (Andhra Pradesh) to Hyderabad,APSRTC - 4622,STAR LINER(NON-AC SLEEPER 2+1),23:30,04:20,04h 50m,4.2,626.0,5.0
Guntur (Andhra Pradesh) to Hyderabad,TSRTC - 6595,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:00,17:30,02h 30m,3.6,364.0,22.0
Guntur (Andhra Pradesh) to Hyderabad,TSRTC - 1575,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:30,21:50,05h 20m,4.0,364.0,27.0
Guntur (Andhra Pradesh) to Hyderabad,TSRTC - 7772,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30,00:45,07h 15m,2.3,394.0,31.0
Guntur (Andhra Pradesh) to Hyderabad,TSRTC - 9569,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:00,00:15,06h 15m,3.0,364.0,31.0
Guntur (Andhra Pradesh) to Hyderabad,TSRTC - 7770,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,02:15,06h 45m,3.8,395.0,27.0
Guntur (Andhra Pradesh) to Hyderabad,TSRTC - 7774,Lahari Non A/C Sleeper Cum Seater,20:30,03:30,07h 00m,4.5,397.0,24.0
Guntur (Andhra Pradesh) to Hyderabad,TSRTC - 9690,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,02:45,05h 15m,4.2,454.0,26.0
Guntur (Andhra Pradesh) to Hyderabad,TSRTC - 1618,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,03:45,05h 15m,3.9,364.0,17.0
Guntur (Andhra Pradesh) to Hyderabad,TSRTC - 1762,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,04:20,05h 20m,4.6,364.0,13.0
Guntur (Andhra Pradesh) to Hyderabad,IntrCity SmartBus,AC Sleeper (2+1),22:35,05:10,06h 35m,4.7,865.0,18.0
Guntur (Andhra Pradesh) to Hyderabad,IntrCity SmartBus,Scania AC Multi Axle Sleeper (2+1),22:15,06:00,07h 45m,4.7,1063.0,20.0
Guntur (Andhra Pradesh) to Hyderabad,Zingbus Plus,A/C Seater / Sleeper (2+1),21:45,05:05,07h 20m,4.6,495.0,27.0
Guntur (Andhra Pradesh) to Hyderabad,AdShyamoli Paribahan Pvt Ltd,Scania Multi-Axle AC Semi Sleeper (2+2),22:20,05:00,06h 40m,4.2,449.0,41.0
Guntur (Andhra Pradesh) to Hyderabad,Sri Sanvi Tours and Travels,A/C Sleeper (2+1),22:15,05:00,06h 45m,4.6,849.0,11.0
Guntur (Andhra Pradesh) to Hyderabad,GMRK Tours and Travels,Volvo A/C Semi Sleeper (2+2),22:45,05:10,06h 25m,4.4,399.0,11.0
Guntur (Andhra Pradesh) to Hyderabad,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:45,05:45,07h 00m,4.4,525.0,23.0
Guntur (Andhra Pradesh) to Hyderabad,IntrCity SmartBus,AC Sleeper (2+1),22:55,05:25,06h 30m,4.5,946.0,18.0
Guntur (Andhra Pradesh) to Hyderabad,FRESHBUS,Electric A/C Seater (2+2),16:00,22:40,06h 40m,4.5,500.0,34.0
Guntur (Andhra Pradesh) to Hyderabad,Sri KVR Travels,A/C Sleeper (2+1),22:40,05:30,06h 50m,4.3,1096.0,22.0
Guntur (Andhra Pradesh) to Hyderabad,NueGo,Electric A/C Seater (2+2),14:45,22:10,07h 25m,4.3,427.0,10.0
Guntur (Andhra Pradesh) to Hyderabad,Svkdt travels,A/C Sleeper (2+1),22:20,05:35,07h 15m,4.2,810.0,15.0
Guntur (Andhra Pradesh) to Hyderabad,Yolo Bus,A/C Seater / Sleeper (2+1),22:15,06:07,07h 52m,4.1,450.0,13.0
Guntur (Andhra Pradesh) to Hyderabad,Svkdt travels,A/C Sleeper (2+1),22:00,05:45,07h 45m,4.1,810.0,19.0
Guntur (Andhra Pradesh) to Hyderabad,FRESHBUS,Electric A/C Seater (2+2),15:10,21:50,06h 40m,4.5,530.0,19.0
Vijayawada to Visakhapatnam,APSRTC - 3067,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:30,22:50,08h 20m,3.9,574.0,33.0
Vijayawada to Visakhapatnam,APSRTC - 4511,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:15,00:01,08h 46m,3.8,605.0,34.0
Vijayawada to Visakhapatnam,APSRTC - 3009,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:45,00:45,09h 00m,3.5,605.0,31.0
Vijayawada to Visakhapatnam,APSRTC - 3492,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),16:00,23:00,07h 00m,3.8,929.0,33.0
Vijayawada to Visakhapatnam,APSRTC - 3466,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:30,01:05,08h 35m,3.5,605.0,34.0
Vijayawada to Visakhapatnam,APSRTC - 27299,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",16:45,02:15,09h 30m,4.6,579.0,35.0
Vijayawada to Visakhapatnam,APSRTC - 2972,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:00,02:15,09h 15m,3.8,605.0,33.0
Vijayawada to Visakhapatnam,APSRTC - 97240,INDRA(A.C. Seater),17:15,00:45,07h 30m,3.8,732.0,37.0
Vijayawada to Visakhapatnam,APSRTC - 3430,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),17:15,00:45,07h 30m,3.9,929.0,45.0
Vijayawada to Visakhapatnam,APSRTC - 4381,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:15,01:40,08h 25m,3.8,605.0,33.0
Vijayawada to Visakhapatnam,APSRTC - 3039,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",17:30,02:30,09h 00m,3.8,579.0,35.0
Vijayawada to Visakhapatnam,APSRTC - 3135,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:45,02:30,08h 45m,3.8,574.0,33.0
Vijayawada to Visakhapatnam,APSRTC - 3071,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:00,03:15,09h 15m,3.8,605.0,33.0
Vijayawada to Visakhapatnam,APSRTC - 4411,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:15,02:30,08h 15m,1.6,605.0,33.0
Vijayawada to Visakhapatnam,APSRTC - 2925,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,03:20,08h 50m,4.0,574.0,33.0
Vijayawada to Visakhapatnam,APSRTC - 3496,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),18:45,01:25,06h 40m,4.0,929.0,45.0
Vijayawada to Visakhapatnam,APSRTC - 3137,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:45,03:50,09h 05m,3.8,605.0,33.0
Vijayawada to Visakhapatnam,APSRTC - 3774,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:15,03:35,08h 20m,3.9,605.0,33.0
Vijayawada to Visakhapatnam,APSRTC - 3637,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,03:36,08h 06m,4.4,605.0,33.0
Vijayawada to Visakhapatnam,APSRTC - 4348,INDRA(A.C. Seater),19:45,04:10,08h 25m,3.6,732.0,35.0
Vijayawada to Visakhapatnam,APSRTC - 3017,INDRA(A.C. Seater),20:00,03:45,07h 45m,3.6,732.0,35.0
Vijayawada to Visakhapatnam,APSRTC - 3091,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,05:00,08h 30m,4.2,574.0,35.0
Vijayawada to Visakhapatnam,APSRTC - 3772,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:31,05:06,08h 35m,3.2,605.0,31.0
Vijayawada to Visakhapatnam,APSRTC - 46390,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,06:00,09h 00m,3.8,605.0,33.0
Vijayawada to Visakhapatnam,APSRTC - 3840,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:10,05:30,08h 20m,2.7,605.0,33.0
Vijayawada to Visakhapatnam,APSRTC - 4058,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:20,05:55,08h 35m,4.5,605.0,33.0
Vijayawada to Visakhapatnam,APSRTC - 3139,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:20,05:00,07h 40m,4.5,574.0,32.0
Vijayawada to Visakhapatnam,APSRTC - 77201,INDRA(A.C. Seater),21:20,04:20,07h 00m,3.7,732.0,31.0
Vijayawada to Visakhapatnam,APSRTC - 4280,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,04:40,07h 10m,3.2,574.0,34.0
Vijayawada to Visakhapatnam,APSRTC - 4595,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:40,05:35,07h 55m,3.8,605.0,33.0
Vijayawada to Visakhapatnam,APSRTC - 4625,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,05:55,08h 10m,3.8,574.0,34.0
Vijayawada to Visakhapatnam,APSRTC - 3938,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:00,05:10,07h 10m,4.3,929.0,26.0
Vijayawada to Visakhapatnam,APSRTC - 9200,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,06:00,08h 00m,3.6,605.0,24.0
Vijayawada to Visakhapatnam,APSRTC - 3257,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",22:00,05:25,07h 25m,3.0,579.0,32.0
Vijayawada to Visakhapatnam,APSRTC - 9330,STAR LINER(NON-AC SLEEPER 2+1),22:15,05:25,07h 10m,3.8,784.0,22.0
Vijayawada to Visakhapatnam,APSRTC - 3488,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,05:55,07h 25m,4.4,605.0,28.0
Vijayawada to Visakhapatnam,APSRTC - 3455,INDRA(A.C. Seater),22:30,05:50,07h 20m,3.2,732.0,26.0
Vijayawada to Visakhapatnam,APSRTC - 4274,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:40,06:00,07h 20m,2.7,574.0,34.0
Vijayawada to Visakhapatnam,APSRTC - 5047,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:45,07:00,08h 15m,3.8,605.0,33.0
Vijayawada to Visakhapatnam,APSRTC - 9458,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,07:00,08h 00m,2.6,605.0,31.0
Vijayawada to Visakhapatnam,APSRTC - 4040,STAR LINER(NON-AC SLEEPER 2+1),23:00,05:25,06h 25m,3.8,784.0,27.0
Vijayawada to Visakhapatnam,APSRTC - 3494,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,07:10,07h 55m,3.0,605.0,28.0
Vijayawada to Visakhapatnam,APSRTC - 3457,INDRA(A.C. Seater),23:20,06:45,07h 25m,4.6,732.0,33.0
Vijayawada to Visakhapatnam,APSRTC - 6373,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:45,08:30,08h 45m,3.4,605.0,33.0
Vijayawada to Visakhapatnam,APSRTC - 4495,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:55,07:25,07h 30m,4.0,574.0,33.0
Vijayawada to Visakhapatnam,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:45,06:25,06h 40m,4.5,504.0,25.0
Vijayawada to Visakhapatnam,Svkdt travels,A/C Seater / Sleeper (2+1),22:00,06:00,08h 00m,4.5,600.0,11.0
